시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
용성 양배수장,경상남도,김해시,,경상남도 김해시 진영읍 본산리 622-2,35.3208428,128.7433869,055-330-0878,2000,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
고모 배수장,경상남도,김해시,,경상남도 김해시 진례면 담안리 245-1,35.26470968,128.7626559,055-330-0878,2017,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
모정 배수장,경상남도,김해시,,경상남도 김해시 한림면 금곡리 971-12,35.34977783,128.8078384,055-330-0878,1993,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
양지 배수장,경상남도,김해시,,경상남도 김해시 생림면 도요리 590-2,35.2997179719,128.8767666632,055-330-0878,2008,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
매리 배수장,경상남도,김해시,,경상남도 김해시 상동면 매리 1234,35.3178198,128.9552508,055-330-0878,2012,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
대감 배수장,경상남도,김해시,,경상남도 김해시 상동면 매리 산86-3,35.3184420355,128.9481776070,055-330-0878,1976,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
새들재 배수장,경상남도,김해시,,경상남도 김해시 상동면 매리 1246,35.31988957,128.961357,055-330-0878,2012,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
여차 배수장,경상남도,김해시,,경상남도 김해시 상동면 여차리 1560,35.36119096,128.8993475,055-330-0878,2012,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
용덕 배수장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 1230-8,35.22344954,128.8418329,055-330-0878,2006,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
봉암 배수장,경상남도,김해시,,경상남도 김해시 상동면 대감리 1375,35.3159998234,128.9405374,055-330-0878,2021,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
안하2 배수장,경상남도,김해시,,경상남도 김해시 한림면 안하리 769-6,35.30674415,128.8236404,055-330-0878,2021,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
안동배수펌프장,경상남도,김해시,,경상남도 김해시 불암동 264-1,35.22021029,128.9223294556,055-330-4867,2009,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
삼정배수펌프장,경상남도,김해시,,경상남도 김해시 삼정동 171,35.22753948,128.904547,055-330-4867,2006,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
삼정2배수펌프장,경상남도,김해시,,경상남도 김해시 삼정동 456-8,35.22572765,128.898507,055-330-4867,2018,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
회현배수펌프장,경상남도,김해시,,경상남도 김해시 강동 452-3,35.2138008,128.8839713453,055-330-4867,2010,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
외동배수펌프장,경상남도,김해시,,경상남도 김해시 전하동 1226,35.19995145,128.8633447,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
전하배수펌프장,경상남도,김해시,,경상남도 김해시 전하동 647-1,35.22078997,128.8673883,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
봉황배수펌프장,경상남도,김해시,,경상남도 김해시 봉황동 456-1,35.2341397146,128.8729527171,055-330-4867,2010,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
봉황대배수펌프장,경상남도,김해시,,경상남도 김해시 봉황동 469-2,35.22998287,128.8738361,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
봉황대2배수펌프장,경상남도,김해시,,경상남도 김해시 봉황동 46-10,35.22587549,128.8760109701,055-330-4867,2021,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
흥동맨홀배수펌프장,경상남도,김해시,,경상남도 김해시 흥동 544-61,35.22260833,128.8525343,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
선천맨홀배수펌프장,경상남도,김해시,,경상남도 김해시 풍유동 854,35.22488919,128.8486475,055-330-4867,2018,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
전하배수펌프장,경상남도,김해시,,경상남도 김해시 삼정동 559-55,35.21660932,128.9004164,055-330-4867,2018,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
주호배수펌프장,경상남도,김해시,,경상남도 김해시 진영읍 진영리 1755,35.3153906946,128.7345684735,055-330-4867,2015,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
진영동산배수펌프장,경상남도,김해시,,경상남도 김해시 진영읍 방동리 366,35.28494329,128.7129693,055-330-4867,2015,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
농소배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 농소리 621-3,35.21623204,128.8309848231,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
사덕배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 농소리 644-7,35.21029114,128.8284841,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
천곡1배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 56-1,35.23764264,128.8306853,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
천곡2배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 724-11,35.2348238849,128.8314120198,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
천곡3배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 917-13,35.2330163187,128.8322088,055-330-4867,2012,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
한림토정배수펌프장,경상남도,김해시,,경상남도 김해시 한림면 장방리 288-1,35.31508591,128.797969,055-330-4867,1998,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
한림1구배수펌프장,경상남도,김해시,,경상남도 김해시 한림면 장방리 228-8,35.31825979,128.8032571,055-330-4867,1997,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
감노배수펌프장,경상남도,김해시,,경상남도 김해시 상동면 감노리 299-11,35.35081214,128.9215566691,055-330-4867,2002,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
신곡배수펌프장,경상남도,김해시,,경상남도 김해시 상동면 감노리 231-30,35.3460077,128.9272765,055-330-4867,2002,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
화현배수펌프장,경상남도,김해시,,경상남도 김해시 상동면 감노리 684,35.3368111416,128.9388825061,055-330-4867,2002,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
안막배수펌프장,경상남도,김해시,,부산광역시 강서구 대저1동 670-233,35.23195115,128.9935932,055-330-4867,2021,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
능동교배수펌프장,경상남도,김해시,,경상남도 김해시 부곡동 1167-1,35.2002368457,128.8026088141,055-330-4867,2022,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
불암동 지하차도,경상남도,김해시,,경상남도 김해시 불암동221-2,35.22015309,128.9271585800,055-330-4667,2010,도로 침수예방,2024-08-08,5350000,경상남도 김해시
동김해 지하차도,경상남도,김해시,,경상남도 김해시 삼정동169-1,35.22834919,128.9042881039,055-330-4667,2009,도로 침수예방,2024-08-08,5350000,경상남도 김해시
장유 무계지하차도,경상남도,김해시,,경상남도 김해시 무계동391-16,35.1997524126,128.8116662693,055-330-4667,2000,도로 침수예방,2024-08-08,5350000,경상남도 김해시
진례 테크노벨리 배수장,경상남도,김해시,,경상남도 김해시 진례면 고모리1304-6,35.2712973045,128.7652957888,055-330-4667,2018,도로 침수예방,2024-08-08,5350000,경상남도 김해시
한림 장방배수장,경상남도,김해시,,경상남도 김해시 한림면 장방리1253-60,35.3185153895,128.8025665,055-330-4667,2004,도로 침수예방,2024-08-08,5350000,경상남도 김해시
주촌 천곡 맨홀 펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리119-19번지,35.24135702,128.8292839,055-330-4667,2012,도로 침수예방,2024-08-08,5350000,경상남도 김해시
문산배수펌프장,경기도,파주시,경기도 파주시 문산읍 개포래로 88,경기도 파주시 문산읍 문산리 10-87,37.8568720637,126.7812473253,,2000,침수방지,2024-08-08,4060000,경기도 파주시
당동배수펌프장,경기도,파주시,경기도 파주시 문산읍 당동1로 39-65,경기도 파주시 문산읍 당동리 548,37.8604984623,126.7732393348,,2002,침수방지,2024-08-08,4060000,경기도 파주시
선유3배수펌프장,경기도,파주시,경기도 파주시 문산읍 통일로 1626-37,경기도 파주시 문산읍 선유리 1392-6,37.8538069555,126.7898128911,,2000,침수방지,2024-08-08,4060000,경기도 파주시
선유4배수펌프장,경기도,파주시,경기도 파주시 문산읍 독서울2길 46-94,경기도 파주시 문산읍 선유리 1176,37.8607375710,126.8028153738,,2000,침수방지,2024-08-08,4060000,경기도 파주시
봉일천배수펌프장,경기도,파주시,경기도 파주시 조리읍 송비말길 79-48,경기도 파주시 조리읍 봉일천리 197-11,37.7443582422,126.8025988747,,2000,침수방지,2024-08-08,4060000,경기도 파주시
가월리배수펌프장,경기도,파주시,경기도 파주시 적성면 가월로 133-110,경기도 파주시 적성면 가월리 1126,37.9725233258,126.8985367744,,2008,침수방지,2024-08-08,4060000,경기도 파주시
두지배수펌프장,경기도,파주시,경기도 파주시 적성면 율곡로 1934,경기도 파주시 적성면 두지리 61-2,37.9679657897,126.8998184436,,2010,침수방지,2024-08-08,4060000,경기도 파주시
두포배수펌프장,경기도,파주시,경기도 파주시 파평면 파평산로 498-8,경기도 파주시 파평면 두포리 353-1,37.9031950607,126.8337057214,,2002,침수방지,2024-08-08,4060000,경기도 파주시
두포삼거리배수펌프장,경기도,파주시,경기도 파주시 파평면 파평산로 561,경기도 파주시 파평면 두포리 397-2,37.9045043117,126.8254911763,,2004,침수방지,2024-08-08,4060000,경기도 파주시
문발배수펌프장,경기도,파주시,경기도 파주시 직지길 457-50,경기도 파주시 문발동 647,37.7209758631,126.6882446154,,2012,침수방지,2024-08-08,4060000,경기도 파주시
운정배수펌프장,경기도,파주시,경기도 파주시 소리천로 215,경기도 파주시 와동동 1478,37.7343559870,126.7703779190,,2012,침수방지,2024-08-08,4060000,경기도 파주시
금촌기존배수펌프장,경기도,파주시,경기도 파주시 평화로 86,경기도 파주시 금촌동 366-1,37.7651976050,126.7703410459,,1995,침수방지,2024-08-08,4060000,경기도 파주시
금촌2배수펌프장,경기도,파주시,경기도 파주시 강천길 58-98,경기도 파주시 금촌동 890,37.7607031686,126.7629358530,,2000,침수방지,2024-08-08,4060000,경기도 파주시
금촌제1교배수펌프장,경기도,파주시,경기도 파주시 새꽃로 243,경기도 파주시 아동동 311-3,37.7674816752,126.7787912124,,2008,침수방지,2024-08-08,4060000,경기도 파주시
문산2간이배수펌프장,경기도,파주시,,경기도 파주시 문산읍 문산리 140-40,37.8590308649,126.7767317116,,2001,침수방지,2024-08-08,4060000,경기도 파주시
문산5간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 개포래로 34,경기도 파주시 문산읍 문산리 35-8,37.8527543290,126.7848979142,,1995,침수방지,2024-08-08,4060000,경기도 파주시
문산4-1간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 문향로68번길 43-3,경기도 파주시 문산읍 문산리 17-23,37.8562611924,126.7867332134,,2002,침수방지,2024-08-08,4060000,경기도 파주시
문산4-2간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 문향로68번길 43-3,경기도 파주시 문산읍 문산리 17-23,37.8562611924,126.7867332134,,2002,침수방지,2024-08-08,4060000,경기도 파주시
문산4-3간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 문향로68번길 43-3,경기도 파주시 문산읍 문산리 17-23,37.8562611924,126.7867332134,,2002,침수방지,2024-08-08,4060000,경기도 파주시
사목리간이배수펌프장,경기도,파주시,,경기도 파주시 문산읍 사목리 204-6,37.8692583505,126.7508430604,,2003,침수방지,2024-08-08,4060000,경기도 파주시
장례식장간이배수펌프장,경기도,파주시,,경기도 파주시 문산읍 선유리 966-13,37.8594459788,126.7888306909,,2008,침수방지,2024-08-08,4060000,경기도 파주시
봉일천4리간이배수펌프장,경기도,파주시,,경기도 파주시 조리읍 봉일천리 80-22,37.7403268821,126.8221653655,,1996,침수방지,2024-08-08,4060000,경기도 파주시
능안리간이배수펌프장,경기도,파주시,,경기도 파주시 조리읍 능안리 40-1,37.7419497288,126.7928567326,,2008,침수방지,2024-08-08,4060000,경기도 파주시
봉암1리간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 봉암리 520-23,37.8142478072,126.7959860139,,2001,침수방지,2024-08-08,4060000,경기도 파주시
봉서2리간이배수펌프장,경기도,파주시,경기도 파주시 파주읍 문산역로 49-107,경기도 파주시 파주읍 봉서리 1303-12,37.8496195852,126.7835344760,,2002,침수방지,2024-08-08,4060000,경기도 파주시
봉서3리간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 봉서리 1165-2,37.8541301469,126.7988945455,,2001,침수방지,2024-08-08,4060000,경기도 파주시
백석5간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 백석리 124-15,37.8014758799,126.8111276419,,2001,침수방지,2024-08-08,4060000,경기도 파주시
연풍1간이배수펌프장,경기도,파주시,경기도 파주시 파주읍 연풍4길 76-16,경기도 파주시 파주읍 연풍리 309-34,37.8280730884,126.8367188165,,2001,침수방지,2024-08-08,4060000,경기도 파주시
연풍2간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 연풍리 300-4,37.8277618844,126.8384134016,,2001,침수방지,2024-08-08,4060000,경기도 파주시
연풍3간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 연풍리 299-8,37.8281727218,126.8380529744,,2001,침수방지,2024-08-08,4060000,경기도 파주시
연풍4간이배수펌프장,경기도,파주시,경기도 파주시 파주읍 연풍내길 25,경기도 파주시 파주읍 연풍리 287-5,37.8279939543,126.8411772148,,2005,침수방지,2024-08-08,4060000,경기도 파주시
연풍5간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 연풍리 117-10,37.8273209563,126.8412829406,,2012,침수방지,2024-08-08,4060000,경기도 파주시
낙하리간이배수펌프장,경기도,파주시,,경기도 파주시 탄현면 낙하리 172-7,37.8435008672,126.7273346165,,2001,침수방지,2024-08-08,4060000,경기도 파주시
갈현3간이배수펌프장,경기도,파주시,,경기도 파주시 탄현면 갈현리 1907-1,37.7629371435,126.6993507541,,2000,침수방지,2024-08-08,4060000,경기도 파주시
두지리간이배수펌프장,경기도,파주시,,경기도 파주시 적성면 두지리 79-2,37.9655090156,126.8936016148,,2014,침수방지,2024-08-08,4060000,경기도 파주시
앞골입구간이배수펌프장,경기도,파주시,경기도 파주시 앞골길 380,경기도 파주시 아동동 251-1,37.7685024220,126.7838162051,,2012,침수방지,2024-08-08,4060000,경기도 파주시
월성 빗물펌프장,대구광역시,달서구,대구광역시 달서구 달서대로 243-13,,35.81752447,128.5023713,,,재난방지시설,2024-08-07,6270000,대구광역시
이현 빗물펌프장,대구광역시,서구,대구광역시 서구 달서천로2,,35.883904,128.5350342,,,재난방지시설,2024-08-07,6270000,대구광역시
비산 빗물펌프장,대구광역시,서구,대구광역시 서구 염색공단로 11길 55-7,,35.88306135,128.5548772,,,재난방지시설,2024-08-07,6270000,대구광역시
성서5차 빗물펌프장,대구광역시,달성군,,대구광역시 달성군 다사읍 세천리 1503,35.86570296,128.4740461,,,재난방지시설,2024-08-07,6270000,대구광역시
죽곡 빗물펌프장,대구광역시,달성군,대구광역시 달성군 다사읍 대실역남로 116,,35.84915299,128.4685539,,,재난방지시설,2024-08-07,6270000,대구광역시
창리 빗물펌프장,대구광역시,달성군,대구광역시 달성군 구지면 국가산단서로 189,대구광역시 달성군 구지면 창리 1125-6,35.6444537321,128.4050105758,,,재난방지시설,2024-08-07,6270000,대구광역시
팔달 빗물펌프장,대구광역시,북구,대구광역시 북구 사수로 586-106,,35.89044681,128.5316029,,,재난방지시설,2024-08-07,6270000,대구광역시
3공단 빗물펌프장,대구광역시,서구,대구광역시 서구 염색공단천로 112,,35.88798492,128.5400615,,,재난방지시설,2024-08-07,6270000,대구광역시
서재1 빗물펌프장,대구광역시,달성군,대구광역시 달성군 다사읍 서재로33길 29,,35.87670619,128.4932608,,,재난방지시설,2024-08-07,6270000,대구광역시
서재2 빗물펌프장,대구광역시,달성군,대구광역시 달성군 다사읍 서재본길 92-32,,35.87443471,128.4873632,,,재난방지시설,2024-08-07,6270000,대구광역시
노곡 빗물펌프장,대구광역시,북구,대구광역시 북구 노곡로 12,,35.90553256,128.5636627,,,재난방지시설,2024-08-07,6270000,대구광역시
조야 빗물펌프장,대구광역시,북구,대구광역시 북구 조야로2길 7,,35.90786756,128.5782036,,,재난방지시설,2024-08-07,6270000,대구광역시
동촌 빗물펌프장,대구광역시,동구,대구광역시 동구 팔공로 23길 105,,35.90586112,128.6309327,,,재난방지시설,2024-08-07,6270000,대구광역시
봉무 빗물펌프장,대구광역시,동구,대구광역시 동구 위남로 93,,35.9291493,128.6322936,,,재난방지시설,2024-08-07,6270000,대구광역시
침산 빗물펌프장,대구광역시,북구,대구광역시 북구 노원로 57길 31,,35.90272724,128.5891298,,,재난방지시설,2024-08-07,6270000,대구광역시
산격 빗물펌프장,대구광역시,북구,대구광역시 북구 연암로 209,,35.90320138,128.5960755,,,재난방지시설,2024-08-07,6270000,대구광역시
가천 빗물펌프장,대구광역시,수성구,대구광역시 수성구 천을로23길 260,,35.85530953,128.6933035,,,재난방지시설,2024-08-07,6270000,대구광역시
방촌1 빗물펌프장,대구광역시,동구,대구광역시 동구 호반길 33,,35.88120214,128.6582968,,,재난방지시설,2024-08-07,6270000,대구광역시
방촌2 빗물펌프장,대구광역시,동구,대구광역시 동구 화랑로 454,,35.87528636,128.6736932,,,재난방지시설,2024-08-07,6270000,대구광역시
신암 빗물펌프장,대구광역시,동구,대구광역시 동구 아양로41길 26,,35.8888365,128.6371314,,,재난방지시설,2024-08-07,6270000,대구광역시
팔현 빗물펌프장,대구광역시,수성구,대구광역시 수성구 팔현길 88-86,,35.87124742,128.671602,,,재난방지시설,2024-08-07,6270000,대구광역시
율하 빗물펌프장,대구광역시,동구,대구광역시 동구 금호강변로 278,,35.85992537,128.6928379,,,재난방지시설,2024-08-07,6270000,대구광역시
광안하수펌프장,부산광역시,수영구,부산광역시 수영구 광안해변로54번길 222,부산광역시 수영구 남천동148-100,35.14614421,129.1153254,051-610-4675,1992,하수처리,2024-08-07,3380000,부산광역시 수영구
검단배수펌프장,인천광역시,서구,인천광역시 서구 원당대로157번길 8,인천광역시 서구 오류동 1665-1,37.5909898711,126.6204165240,032-560-5980,2012,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
가정배수펌프장,인천광역시,서구,,인천광역시 서구 신현동 307-14,37.5214999753,126.6639483508,032-560-5980,2015,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
가좌배수펌프장,인천광역시,서구,인천광역시 서구 가재울로6번길 2,인천광역시 서구 가좌3동 550,37.4817250427,126.6750426483,032-560-5980,1987,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
경서1배수펌프장,인천광역시,서구,,인천광역시 서구 오류동 1608,37.5652502019,126.6248180361,032-560-5980,2015,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
경서2배수펌프장,인천광역시,서구,,인천광역시 서구 오류동 1608,37.5652502019,126.6248180361,032-560-5980,2015,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
왕길배수펌프장,인천광역시,서구,인천광역시 서구 원당대로 332-1,인천광역시 서구 왕길동 64-308,37.5852390806,126.6404561874,032-560-5980,2015,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
백석배수펌프장,인천광역시,서구,,인천광역시 서구 백석동 152-72,37.5729674579,126.6612903244,032-560-5980,2015,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
덕천,부산광역시,북구,부산광역시 북구 낙동대로1739번길 16,,35.2104541000,129.0016770000,051-309-4676,1990,침수예방,2024-08-06,3320000,부산광역시 북구
구포,부산광역시,북구,부산광역시 북구 낙동대로1769,,35.2100811449,129.0031880000,051-309-4675,2002,침수예방,2024-08-06,3320000,부산광역시 북구
구남,부산광역시,북구,부산광역시 북구 구포만세길 10,,35.2013304524,128.9967142314,051-309-4677,2003,침수예방,2024-08-06,3320000,부산광역시 북구
대천천1,부산광역시,북구,,부산광역시 북구 화명동 2166,35.2403562996,129.0170771462,,2022,침수예방,2024-08-06,3320000,부산광역시 북구
대천천2,부산광역시,북구,,부산광역시 북구 화명동 377-6,35.2408033863,129.0175125285,,2022,침수예방,2024-08-06,3320000,부산광역시 북구
완산 배수펌프장,경상북도,영천시,,경상북도 영천시 완산동 1269-48,35.9648087,128.9358056,054-339-7598,2003,침수방지,2024-08-05,5100000,경상북도 영천시
제1일반산업단지 망제지구 제1 배수펌프장,전북특별자치도,정읍시,,전북특별자치도 정읍시 영파동 498-2,35.6083841,126.8464783,063-539-5675,2013,재난대응용,2024-08-01,4691000,전북특별자치도 정읍시
제1일반산업단지 망제지구 제2 배수펌프장,전북특별자치도,정읍시,,전북특별자치도 정읍시 망제동 41-6,35.6064629687,126.8437762703,063-539-5675,2013,재난대응용,2024-08-01,4691000,전북특별자치도 정읍시
의정부1동 배수펌프장,경기도,의정부시,경기도 의정부시 태평로166번길 21-14,경기도 의정부시 가능동 13-47,37.74848574,127.05044332,,1989,내수배제,2024-08-02,3820000,경기도 의정부시
의정부3동 배수펌프장,경기도,의정부시,경기도 의정부시 경의로158번길 125,경기도 의정부시 의정부동 64-7,37.72796819,127.05138067,,1989,내수배제,2024-08-02,3820000,경기도 의정부시
신곡1동 배수펌프장,경기도,의정부시,경기도 의정부시 장곡로 346,경기도 의정부시 신곡동 615-84,37.73431870,127.05493305,,1993,내수배제,2024-08-02,3820000,경기도 의정부시
장암동 배수펌프장,경기도,의정부시,경기도 의정부시 동일로 33-107,경기도 의정부시 장암동 392-4,37.69119559,127.05112002,,2000,내수배제,2024-08-02,3820000,경기도 의정부시
호원동 간이배수펌프장,경기도,의정부시,경기도 의정부시 안말로101번길 11,경기도 의정부시 호원동 446-44,37.71496835,127.04987733,,2001,내수배제,2024-08-02,3820000,경기도 의정부시
신흥마을 배수펌프장,경기도,의정부시,,경기도 의정부시 의정부동 89-5,37.73034630,127.04701259,,2008,내수배제,2024-08-02,3820000,경기도 의정부시
오목마을 배수펌프장,경기도,의정부시,경기도 의정부시 용민로 105,경기도 의정부시 민락동 736-2,37.73975019,127.08926713,,2001,내수배제,2024-08-02,3820000,경기도 의정부시
인천교매립지빗물펌프장,인천광역시,동구,인천광역시 동구 중봉대로 113-134,,37.493035,126.6433548,032-770-6886,1990,침수방지,2024-08-01,3500000,인천광역시 동구
양평1 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 선유로 35길22,서울특별시 영등포구 양평동 3가 57,37.5287533941,126.8909800646,2670-4056,1988,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
양평2 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 양평로171,서울특별시 영등포구 양평동 35-2,37.5255412270,126.8840668422,2670-4057,1990,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
문래 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 도림천로 62,서울특별시 영등포구 문래동5가 35,37.5153206573,126.8832865674,2670-4055,1989,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
영등포 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 경인로 114길 19,서울특별시 영등포구 영등포동2가 5-2,37.5181164300,126.9155046000,2670-4060,1990,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
도림2 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 대방천로 29-18,서울특별시 영등포구 도림동 254,37.5062038596,126.8975779180,2670-4059,1982,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
신길 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 영등포로343-10,서울특별시 영등포구 신길동 53,37.5163787186,126.9181374679,2670-4054,1989,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
대림2 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 도림천로 21길 1,서울특별시 영등포구 대림동 995-1,37.4858546361,126.9017210500,2670-4061,1992,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
대림3 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 도신로 1,서울특별시 영등포구 대림동 611,37.5042932011,126.8944197199,2670-4058,1980,풍수해대비,2024-08-01,3180000,서울특별시 영등포구
동천변 침수지 배수시설 1,부산광역시,부산진구,부산광역시 부산진구 범일로154번길 61,부산광역시 부산진구 범천동 842-4,35.14389285,129.0627044,051-605-4671,2011,침수지배수,2024-08-01,3290000,부산광역시 부산진구
동천변 침수지 배수시설 2,부산광역시,부산진구,부산광역시 부산진구 중앙번영로 32,부산광역시 부산진구 범천동 842-8,35.14439905,129.0626394,051-605-4671,2010,침수지배수,2024-08-01,3290000,부산광역시 부산진구
학익빗물펌프장,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 338,인천광역시 미추홀구 학익동 729,37.43159865,126.6329007,032-880-7478,2004,재난대응+침수방지,2024-07-26,3510500,인천광역시 미추홀구
용현빗물펌프장,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 43,인천광역시 미추홀구 용현동 574-21,37.4573128200,126.6363901000,032-880-4772,1988,재난대응+침수방지,2024-07-26,3510500,인천광역시 미추홀구
백운빗물펌프장,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 135,인천광역시 미추홀구 용현동 627-76,37.4502692000,126.6315070000,032-880-4771,2001,재난대응+침수방지,2024-07-26,3510500,인천광역시 미추홀구
구미배수펌프장,경기도,연천군,경기도 연천군 백학면 노아로 504-46,경기도 연천군 백학면 구미리 10-2,38.0023279351,126.9641248859,031-839-2453,2009,침수피해 예방,2024-07-30,4140000,경기도 연천군
군남배수펌프장,경기도,연천군,경기도 연천군 군남면 진상17길 91-81,경기도 연천군 군남면 진상리 679,38.0617775467,127.0168382111,031-839-2453,2001,침수피해 예방,2024-07-30,4140000,경기도 연천군
노곡배수펌프장,경기도,연천군,,경기도 연천군 백학면 노곡리 981,38.0018563010,126.9021792565,031-839-2453,2009,침수피해 예방,2024-07-30,4140000,경기도 연천군
두일배수펌프장,경기도,연천군,경기도 연천군 백학면 장백로 874,경기도 연천군 백학면 두일리 684-1,38.0141243568,126.9095133658,031-839-2453,2011,침수피해 예방,2024-07-30,4140000,경기도 연천군
무등배수펌프장,경기도,연천군,경기도 연천군 왕징면 왕산로78번길 34-20,경기도 연천군 왕징면 무등리 1-3,38.0599319250,127.0124762804,031-839-2453,2007,침수피해 예방,2024-07-30,4140000,경기도 연천군
백의배수펌프장,경기도,연천군,경기도 연천군 청산면 청창로 727,경기도 연천군 청산면 백의리 822-21,38.0238281252,127.1367512027,031-839-2453,2012,침수피해 예방,2024-07-30,4140000,경기도 연천군
연천배수펌프장,경기도,연천군,경기도 연천군 연천읍 연천로 146,경기도 연천군 연천읍 차탄리 193-7,38.0893209784,127.0727664840,031-839-2453,2013,침수피해 예방,2024-07-30,4140000,경기도 연천군
장남배수펌프장,경기도,연천군,경기도 연천군 장남면 장남로163번길 68,경기도 연천군 장남면 고랑포리 12-4,37.9873173959,126.8600397841,031-839-2453,2001,침수피해 예방,2024-07-30,4140000,경기도 연천군
초성배수펌프장,경기도,연천군,경기도 연천군 청산면 청창로 52,경기도 연천군 청산면 초성리 291-9,38.0048899751,127.0724892859,031-839-2453,2011,침수피해 예방,2024-07-30,4140000,경기도 연천군
